Episode,Cross-Entropy Method,Cross-Entropy Method_ErrorBar
1157,1631.9,27.7455
1158,1539.64,45.8108
1159,1619.44,26.7631
1160,1604.72,33.6405
1161,1564.98,41.8116
1162,1580.75,56.0849
1163,1522.4,51.3149
1164,1417.87,97.3301
1165,1638.29,15.7988
1166,1526.15,57.9989
1167,1566.52,46.2038
1168,1615.61,27.9114
1169,1505.91,70.6223
1170,1501.7,78.8059
1171,1545.38,67.0411
1172,1608.75,30.1769
1173,1476.8,88.149
1174,1617.88,26.4636
1175,1557.85,47.3171
1176,1438.58,83.1608
1177,1481.54,80.9574
1178,1585.27,34.5382
1179,1548,48.4123
1180,1534.54,61.7074
1181,1465.44,81.3323
1182,1462.87,78.3217
1183,1505.86,69.7852
1184,1543.49,53.9981
1185,1590.82,36.0485
1186,1517.72,60.7859
1187,1512.91,67.0586
1188,1539.82,48.1188
1189,1592.37,37.5116
1190,1592.94,44.0716
1191,1355.17,102.95
1192,1459.79,68.6678
1193,1574.5,44.4081
1194,1461.03,85.1846
1195,1584.24,38.2188
1196,1488.97,78.8467
1197,1603.79,31.9825
1198,1546.1,57.3404
1199,1506.3,66.1966
1200,1471.07,85.8498
1201,1534.77,54.7282
1202,1630.8,22.3488
1203,1456.19,85.1462
1204,1594.53,60.1881
1205,1595.25,34.7601
1206,1563.92,40.7214
1207,1580.92,36.7459
1208,1501.85,71.0093
1209,1499.81,67.291
1210,1481.3,65.1962
1211,1532.44,40.9942
1212,1575.74,34.4031
1213,1596.89,30.3923
1214,1580.86,37.3149
1215,1628.13,26.3721
1216,1574.08,47.3355
1217,1651.53,8.7565
1218,1486.4,69.8248
1219,1546.3,52.8091
1220,1573.91,39.1104
1221,1588.1,38.8564
1222,1603.9,32.2521
1223,1598.69,28.6985
1224,1581.32,40.7271
1225,1570.05,60.2762
1226,1544.07,48.8021
1227,1571.5,40.3021
1228,1591.12,32.6224
1229,1543.34,61.8078
1230,1524.42,60.8673
1231,1535.19,54.9627
1232,1629.9,18.8867
1233,1633.93,20.5538
1234,1640,14.0316
1235,1510.82,62.8779
1236,1616.9,27.1976
1237,1654.71,8.3655
1238,1624.36,16.7581
1239,1594.21,38.5529
1240,1572.9,48.3213
1241,1626.91,25.2007
1242,1491.05,76.2729
1243,1551.71,43.4468
1244,1595.09,34.2751
1245,1518.69,71.8694
1246,1552.3,61.7265
1247,1521.23,54.0858
1248,1598.37,42.1185
1249,1595.97,38.2014
1250,1575.51,45.1604
1251,1595.51,30.9707
1252,1568.51,52.2529
1253,1517.89,63.4833
1254,1500.78,70.1372
1255,1532.42,80.6421
1256,1579.91,39.9734
1257,1607.32,28.4126
1258,1528.56,53.0621
1259,1488.84,67.0457
1260,1624.86,20.9138
1261,1569.68,41.1505
1262,1584.73,44.0112
1263,1531.38,70.5418
1264,1591.13,35.4221
1265,1464.06,88.7328
1266,1568.75,41.8685
1267,1657.06,9.75372
1268,1559.49,54.8318
1269,1575.86,45.0139
1270,1639.46,18.359
1271,1483.74,78.6241
1272,1500.58,73.5935
1273,1636.21,15.9617
1274,1568.02,55.1856
1275,1571.65,41.7541
1276,1492.27,77.8057
1277,1587.78,39.6595
1278,1617.82,25.8794
1279,1546.48,61.3755
1280,1602.22,45.128
1281,1465.22,75.7873
1282,1581.46,35.6943
1283,1596.76,45.9452
1284,1568.66,61.7549
1285,1645.03,14.1732
1286,1570.17,54.2063
1287,1505.19,64.1493
1288,1622.08,21.1127
1289,1538.76,52.5833
1290,1553.38,51.2441
1291,1441.8,88.5191
1292,1585.62,39.1301
1293,1635.66,18.2313
1294,1598.22,30.1309
1295,1627.52,27.2252
1296,1621.23,28.9131
1297,1478.52,77.5142
1298,1552.43,43.5553
1299,1576.24,34.1548
1300,1604.65,28.8444
1301,1532.31,53.5993
1302,1508.8,64.9606
1303,1588.61,36.8708
1304,1597.17,29.5964
1305,1563.58,42.098
1306,1601.42,37.0616
1307,1526.21,61.8501
1308,1543.68,55.3117
1309,1611.02,36.6338
1310,1607.46,30.0229
1311,1561.61,43.6136
1312,1591.69,50.7988
1313,1610.79,27.3679
1314,1576.01,39.6228
1315,1598.24,32.8667
1316,1584.49,37.2394
1317,1575.46,52.3211
1318,1610.68,25.3256
1319,1582.2,34.5335
1320,1597.75,35.9519
1321,1604.98,31.1053
1322,1561.48,52.1048
1323,1559.61,41.0498
1324,1630.59,23.7694
1325,1599.8,36.3125
1326,1617.05,24.7704
1327,1621.66,23.445
1328,1632.64,17.1379
1329,1586.2,32.7958
1330,1615.89,26.0036
1331,1546.38,50.4955
1332,1553.98,45.8983
1333,1599.16,37.2962
1334,1578.05,40.5665
1335,1553.42,42.5913
1336,1641.16,18.9908
1337,1623.36,26.7291
1338,1631.85,17.9151
1339,1559.51,42.0659
1340,1597.48,35.4008
1341,1637.35,21.8664
1342,1612.85,29.6788
1343,1541.07,53.6078
1344,1593.19,38.8519
1345,1582.97,48.7832
1346,1563.78,40.3442
1347,1552.28,61.676
1348,1526.91,63.6894
1349,1558.2,56.0819
1350,1611.35,29.342
1351,1629.5,21.074
1352,1570.65,48.1529
1353,1595.25,35.5241
1354,1613.14,32.4962
1355,1611.18,28.9514
1356,1630.93,19.9893
1357,1618.45,25.3341
1358,1597.27,36.1488
1359,1629.27,18.3615
1360,1637.27,16.0436
1361,1622.73,24.3848
1362,1549.04,44.088
1363,1549.22,48.2347
1364,1628.25,28.3706
1365,1605.14,30.2069
1366,1573.03,45.1706
1367,1557.64,56.8724
1368,1583.69,48.7934
1369,1564.33,43.6184
1370,1630.64,27.4438
1371,1601.02,42.7291
1372,1581.21,39.9513
1373,1622.73,25.8721
1374,1611.39,23.8271
1375,1638.58,17.1714
1376,1605.39,31.8842
1377,1646.23,14.7391
1378,1594.77,46.257
1379,1637.33,21.206
1380,1591.02,40.3523
1381,1578.87,50.0213
1382,1621.34,27.2323
1383,1557.04,45.8389
1384,1552.49,53.6545
1385,1571.25,50.7145
1386,1559.08,40.0006
1387,1600.32,37.8319
1388,1636.62,19.8159
1389,1594.94,27.5417
1390,1575.47,36.7182
1391,1547.79,60.295
1392,1596.23,30.487
1393,1591.68,50.3091
1394,1622.54,27.8011
1395,1653.51,14.8126
1396,1608.75,47.8361
1397,1559.06,63.112
1398,1565.01,41.5605
1399,1559.26,40.2893
1400,1595.64,34.2866
1401,1567.74,42.3741
1402,1611.77,28.2877
1403,1648.34,14.6104
1404,1545.25,46.7079
1405,1552.75,39.5788
1406,1547.1,63.1821
1407,1583.56,60.0615
1408,1527.03,67.8419
1409,1580.4,59.7191
1410,1649.02,9.5375
1411,1615.66,26.3215
1412,1582.48,40.3591
1413,1515.47,71.6362
1414,1605.55,32.3709
1415,1632.57,19.2538
1416,1580.63,39.0157
1417,1628.93,24.6771
1418,1649.71,12.26
1419,1547.97,54.3512
1420,1599.69,46.6109
1421,1610.04,30.2871
1422,1639.17,17.0243
1423,1628.44,23.1962
1424,1586.2,45.4764
1425,1556.37,45.5056
1426,1515.43,72.65
1427,1563.1,42.4806
1428,1552.64,55.8584
1429,1557.69,54.8127
1430,1619.55,22.8982
1431,1581.29,38.9074
1432,1639.96,20.8619
1433,1594.98,32.686
1434,1592.03,35.3872
1435,1643.82,20.0835
1436,1602.45,28.1991
1437,1633.29,26.5408
1438,1532.86,70.2062
1439,1513.99,60.255
1440,1627.35,24.1487
1441,1583.19,50.9021
1442,1580.54,37.3449
1443,1576.77,48.6991
1444,1660.36,8.39578
1445,1640.13,25.3478
1446,1583.71,30.898
1447,1584.91,50.2343
1448,1611.57,29.9913
1449,1576.22,43.1759
1450,1611.8,32.8747
1451,1508.2,67.7875
1452,1634.37,24.5414
1453,1574.72,52.2323
1454,1657.55,12.1305
1455,1551.72,49.559
1456,1582.12,44.748
1457,1593.84,36.2924
1458,1664.87,6.03292
1459,1498.94,66.9769
1460,1522.97,62.5243
1461,1618.32,26.8249
1462,1639.39,21.424
1463,1563.31,42.3659
1464,1594.11,41.7839
1465,1585.51,44.1672
1466,1553.52,47.0321
1467,1546.82,65.7372
1468,1647.8,14.7364
1469,1607.62,27.7815
1470,1600,48.5863
1471,1507.49,61.4561
1472,1582.36,40.8247
1473,1632.01,23.8274
1474,1543.21,45.038
1475,1657.72,12.4005
1476,1564.58,45.4909
1477,1614.65,29.0226
1478,1605.85,36.0503
1479,1585.05,36.9919
1480,1647.87,17.9065
1481,1565.68,53.3209
1482,1613.25,28.841
1483,1658.88,9.71499
1484,1624.37,25.547
1485,1624.58,27.9015
1486,1547.6,45.5814
1487,1603.79,28.1077
1488,1594.76,33.0656
1489,1609.73,31.3838
1490,1608.36,33.4369
1491,1610.81,34.0018
1492,1604.22,30.1806
1493,1602.65,46.0471
1494,1619.68,40.0093
1495,1662.56,7.1853
1496,1538.77,75.9624
1497,1602.05,34.9732
1498,1623.63,25.7451
1499,1609.06,32.5435
1500,1644.56,18.4034
1501,1542.68,62.8068
1502,1606.29,29.3779
1503,1617.48,26.3279
1504,1590.39,32.8935
1505,1655.87,9.91645
1506,1612.72,49.0935
1507,1629.55,19.7859
1508,1604.97,31.1356
1509,1660.29,7.28943
1510,1570.03,63.8877
1511,1604.98,25.9025
1512,1553.17,45.7344
1513,1637.13,16.5194
1514,1594.23,31.559
1515,1572.14,48.7072
1516,1582.44,36.5882
1517,1570.97,35.0646
1518,1570.04,39.3826
1519,1586.58,36.7283
1520,1633.21,28.6197
1521,1625.36,21.2655
1522,1640.41,14.9566
1523,1656.28,15.1745
1524,1615.24,32.3214
1525,1581.43,39.7902
1526,1530.17,55.8346
1527,1632.32,20.5242
1528,1592.16,38.8463
1529,1664.98,5.93582
1530,1600.24,45.7619
1531,1547.34,45.4347
1532,1651.98,8.84514
1533,1596.07,57.0339
1534,1593.64,48.7188
1535,1560.95,50.4066
1536,1585.61,39.0785
1537,1629.89,21.7095
1538,1601.98,34.8712
1539,1572.15,62.311
1540,1606.37,28.5976
1541,1592.93,41.1257
1542,1653.17,13.2057
1543,1622.99,33.9124
1544,1645.24,19.51
1545,1571.94,39.5061
1546,1588.3,33.3525
1547,1620.36,32.3683
1548,1640.38,15.799
1549,1598.61,32.5867
1550,1638.45,22.4154
1551,1550.39,47.9006
1552,1608.36,31.0756
1553,1601.31,48.1196
1554,1606.54,37.6193
1555,1549.98,49.0272
1556,1602.56,37.1109
1557,1577.51,50.4626
1558,1583.49,40.7173
1559,1618.49,25.5013
1560,1628.84,28.9952
1561,1563.45,60.3916
1562,1598,34.5778
1563,1601.24,31.7647
1564,1557.81,51.0388
1565,1617.93,23.3747
1566,1513.5,63.5553
1567,1601.07,33.0609
1568,1666.62,6.04329
1569,1517.26,72.556
1570,1594.75,41.2709
1571,1595.57,31.4988
1572,1639.57,16.0834
1573,1590.75,38.1725
1574,1615,32.799
1575,1622.48,22.3661
1576,1566.41,45.6434
1577,1649.72,12.0466
1578,1630.05,27.8527
1579,1580.05,48.2652
1580,1495.84,82.9256
1581,1602.41,31.985
1582,1646.68,14.138
1583,1620.41,21.2134
1584,1582.44,34.8631
1585,1622.09,21.158
1586,1576.64,53.5865
1587,1507.34,82.9597
1588,1607.67,29.9837
1589,1586.84,34.9465
1590,1537.71,66.6946
1591,1616.69,23.4623
1592,1550.17,68.1273
1593,1636.1,20.274
1594,1551,60.0601
1595,1638.7,14.5093
1596,1570.23,41.5045
1597,1594.56,38.7827
1598,1613.71,25.7909
1599,1529.3,69.194
1600,1616.89,35.4286
1601,1503.87,81.0217
1602,1496.19,76.1232
1603,1470.84,91.4471
1604,1601.41,30.4633
1605,1536,74.9055
1606,1625.79,25.9581
1607,1591.38,53.3262
1608,1611.8,35.0851
1609,1456.29,83.2079
1610,1616.75,27.6529
1611,1508.17,55.5766
1612,1624.06,29.1066
1613,1570.5,47.1716
1614,1537.57,66.0807
1615,1619.13,29.5088
1616,1618.16,25.4336
1617,1621.16,23.0483
1618,1568.41,58.1039
1619,1612.34,35.0215
1620,1598.45,35.7962
1621,1596.9,67.0451
1622,1578.86,54.432
1623,1590.19,60.3227
1624,1516.13,82.1627
1625,1561.56,60.9117
1626,1612.91,31.4737
1627,1594.71,35.7206
1628,1648.02,21.7248
1629,1640.46,19.6042
1630,1507.14,72.0442
1631,1589.83,31.4171
1632,1593.91,41.0949
1633,1537.34,64.0682
1634,1556.93,36.5604
1635,1566.2,70.8189
1636,1580.63,51.8122
1637,1561.96,54.3791
1638,1542.8,71.9068
1639,1577.96,44.5899
1640,1585.19,59.2051
1641,1502.43,70.2118
1642,1534.77,64.635
1643,1424.15,87.3806
1644,1561.22,40.9308
1645,1568.38,37.9993
1646,1520.92,69.0244
1647,1534.18,72.5356
1648,1508.19,68.2438
1649,1507.56,71.0042
1650,1547.05,71.3633
1651,1539.17,52.8881
1652,1594.76,40.4191
1653,1659.52,9.34105
1654,1645.39,15.4111
1655,1589.49,39.2057
1656,1644.88,15.5769
1657,1515.08,73.4954
1658,1557.06,60.8523
1659,1611.82,35.8574
1660,1540.49,55.6314
1661,1587.28,36.3886
1662,1520.3,68.72
1663,1576.87,52.0578
1664,1605.98,30.2047
1665,1592.02,34.365
1666,1616.49,37.9117
1667,1502.78,82.6633
1668,1530.7,70.1342
1669,1614.96,26.0038
1670,1570.55,39.6224
1671,1624.7,28.6974
1672,1649.2,14.2282
1673,1575.55,65.8111
1674,1551.13,64.8285
1675,1613.27,28.4155
1676,1586.24,37.3881
1677,1493.22,86.9945
1678,1604.87,40.8843
1679,1636.25,14.8261
1680,1635.68,17.6612
1681,1568.78,65.9336
1682,1593.99,35.2231
1683,1587.34,37.6024
1684,1610.56,32.5702
1685,1556.86,64.0301
1686,1585.58,35.534
1687,1574.66,65.154
1688,1637.04,21.7114
1689,1543.62,64.7068
1690,1593.72,35.5242
1691,1602.75,41.6919
1692,1600.74,31.3768
1693,1559.61,57.4877
1694,1587.77,33.2773
1695,1603.92,29.0096
1696,1589.84,38.3716
1697,1595.04,38.5213
1698,1533.5,57.3276
1699,1571.65,52.6806
1700,1653.75,14.1127
1701,1588.05,59.5967
1702,1650.92,14.2331
1703,1585.25,54.0764
1704,1617.01,24.5756
1705,1618.37,27.5191
1706,1576.48,49.4593
1707,1578.85,35.8813
1708,1504.21,65.5649
1709,1546.99,60.2262
1710,1627.6,20.1437
1711,1606.15,31.4805
1712,1614.86,31.1003
1713,1558.63,57.3095
1714,1629.28,24.8385
1715,1628.79,22.652
1716,1449.72,91.2392
1717,1595.25,32.6992
1718,1598.71,27.0678
1719,1628.06,24.9296
1720,1646.05,15.557
1721,1549.96,54.2459
1722,1591.29,48.5072
1723,1521.56,75.6387
1724,1624.69,26.0588
1725,1597.05,33.8443
1726,1619.92,27.2469
1727,1568.05,43.1564
1728,1541.74,64.1722
1729,1552.91,39.3506
1730,1591.2,46.8033
1731,1589.35,41.5721
1732,1605.82,31.7187
1733,1557.19,52.5396
1734,1610.69,30.715
1735,1526.05,67.4456
1736,1624.3,25.7696
1737,1602.7,32.5905
1738,1607.44,30.4904
1739,1618.46,25.8606
1740,1594.94,45.4207
1741,1621.69,31.0639
1742,1523.05,67.1198
1743,1606.86,31.3677
1744,1531.85,61.2201
1745,1590.5,57.2664
1746,1564.15,55.0672
1747,1628.56,22.5188
1748,1651.38,15.508
1749,1612.27,55.1736
1750,1550.56,56.4328
1751,1572.98,41.3974
1752,1580.95,60.0018
1753,1605.73,28.6009
1754,1658.39,12.1579
1755,1643.13,15.7965
1756,1548.77,68.9286
1757,1585.11,36.3425
1758,1633.61,25.2355
1759,1658.73,9.03241
1760,1612.44,23.2947
1761,1622.51,26.2939
1762,1613.44,30.1359
1763,1645.54,21.2353
1764,1615.45,41.2334
1765,1562.85,53.7122
1766,1653.99,13.425
1767,1577.62,59.8621
1768,1626.57,24.5003
1769,1586.6,60.0506
1770,1577.15,59.2294
1771,1624.16,25.656
1772,1593.58,33.217
1773,1654.64,13.1507
1774,1602.88,31.3526
1775,1621.14,23.302
1776,1656.16,16.284
1777,1554.79,43.7807
1778,1658.98,12.2266
1779,1579.28,46.2192
1780,1566.81,39.7209
1781,1639.76,20.3777
1782,1579.24,44.7335
1783,1619.3,27.2071
1784,1656.28,13.2964
1785,1619.85,27.3362
1786,1628.46,23.0069
1787,1561.94,65.972
1788,1631.64,26.2115
1789,1562.87,50.0649
1790,1550.05,73.7284
1791,1643.47,18.1968
1792,1621.54,23.3996
1793,1535.35,55.6688
1794,1606.11,31.1547
1795,1611.18,31.5691
1796,1611.9,32.5311
1797,1623.84,24.0344
1798,1594.28,57.3284
1799,1556.45,56.6136
1800,1641.5,22.9229
1801,1612.66,33.3669
1802,1575.31,54.2499
1803,1599.16,41.6909
1804,1592.61,44.042
1805,1624.83,45.778
1806,1611.36,46.4294
1807,1639.36,20.2041
1808,1598.35,48.5489
1809,1629.51,25.5648
1810,1595.81,49.1935
1811,1608.98,29.969
1812,1619.24,28.0657
1813,1621.04,34.3574
1814,1594.78,40.7903
1815,1585.94,54.4665
1816,1631.06,22.4838
1817,1584.11,36.5871
1818,1656.32,7.7152
1819,1567.21,55.6388
1820,1631.71,35.6036
1821,1611.89,32.5918
1822,1600.22,51.2899
1823,1574.75,46.0128
1824,1563.26,62.4433
1825,1620.12,26.4147
1826,1640.53,22.1722
1827,1667.26,5.84531
1828,1613.25,29.9153
1829,1629.25,26.0512
1830,1590.4,43.8229
1831,1592.85,60.7422
1832,1629.68,34.4439
1833,1607.32,29.1311
1834,1651.06,13.0422
1835,1640.82,21.8973
1836,1571.51,52.7314
1837,1630.37,28.4828
1838,1600.76,49.8958
1839,1560.68,55.4574
1840,1605.7,28.4927
1841,1620.49,27.8078
1842,1631.99,25.9016
1843,1553.02,53.2166
1844,1545.47,65.5233
1845,1578.03,52.0873
1846,1612.27,38.1784
1847,1627.36,25.7244
1848,1488.06,88.1836
1849,1631.89,22.2935
1850,1567.83,44.2091
1851,1598.31,48.9841
1852,1629.13,26.4304
1853,1652.11,13.5771
1854,1582.31,56.2716
1855,1586.54,33.798
1856,1556.5,39.7562
1857,1520.96,72.3943
1858,1541.44,62.3144
1859,1549.79,60.1927
1860,1587.76,33.9709
1861,1661.06,7.31687
1862,1559.48,54.9308
1863,1611.78,48.7494
1864,1619.1,26.9846
1865,1612.1,35.3117
1866,1660,7.32468
1867,1637.16,19.1675
1868,1646.39,14.2123
1869,1614.08,28.8585
1870,1648.11,14.4474
1871,1636.08,25.6389
1872,1656.57,14.4813
1873,1466.08,89.4963
1874,1582.53,36.5391
1875,1570.19,58.9858
1876,1632.48,24.4636
1877,1591,47.8634
1878,1614.55,29.6622
1879,1661.87,7.95557
1880,1590.7,47.3166
1881,1630.66,19.1005
1882,1656.71,13.3666
1883,1633.13,24.9433
1884,1564.26,52.806
1885,1585.68,53.4464
1886,1571.39,41.2866
1887,1646.78,17.5418
1888,1640.14,21.7096
1889,1600.24,44.317
1890,1621.8,39.9272
1891,1653.48,13.4004
1892,1609.86,39.0323
1893,1602.39,34.3781
1894,1581.34,58.515
1895,1589.04,51.3192
1896,1552.44,61.9998
1897,1636.18,24.0583
1898,1589.6,52.1246
1899,1636.89,22.1979
1900,1612.46,30.4569
1901,1632.81,21.4734
1902,1562.37,59.1993
1903,1639.9,23.2948
1904,1594.81,58.4416
1905,1634.08,23.8169
1906,1618.43,29.1363
1907,1655.98,9.71923
1908,1656.34,14.1885
1909,1597.26,40.7762
1910,1632,25.5297
1911,1620.37,27.3804
1912,1558.55,58.1814
1913,1631.55,26.7682
1914,1616.56,29.08
1915,1645.78,19.7799
1916,1548.95,52.2471
1917,1645.22,25.8146
1918,1666.66,5.96201
1919,1598.95,32.9112
1920,1555.22,64.6283
1921,1576.93,57.7737
1922,1614.72,30.3525
1923,1599.81,35.9128
1924,1623.12,22.3814
1925,1661.35,6.88981
1926,1648.56,19.1069
1927,1593.36,56.0452
1928,1647.76,19.0627
1929,1645.71,21.4698
1930,1612.82,29.1441
1931,1603.85,51.3127
1932,1578.57,39.3289
1933,1636.32,22.9777
1934,1601.21,36.2761
1935,1620.58,25.8674
1936,1637.32,19.7423
1937,1614.64,29.922
1938,1651.98,13.8228
1939,1664.17,6.44272
1940,1637.79,19.1931
1941,1636.12,21.6016
1942,1629.19,23.3446
1943,1561.31,60.2707
1944,1598.47,34.1882
1945,1532.02,59.5542
1946,1576.53,47.4231
1947,1644.07,23.8534
1948,1623.82,23.5907
1949,1598.83,33.3254
1950,1658.32,15.2207
1951,1595.53,37.6965
1952,1630.4,24.9075
1953,1555.66,47.5455
1954,1650.24,13.6049
1955,1660.67,7.05513
1956,1611.92,28.4733
1957,1608.96,42.5987
1958,1619.28,30.9011
1959,1584.4,38.5202
1960,1612.75,30.4939
1961,1586.6,38.1627
1962,1565.27,57.0999
1963,1644.95,19.0081
1964,1644.23,15.293
1965,1647.86,15.0999
1966,1659.24,7.33159
1967,1636.9,19.8079
1968,1594.22,48.3559
1969,1617.6,30.8048
1970,1647.8,15.0456
1971,1598.13,49.7308
1972,1626.41,29.3677
1973,1636.01,18.929
1974,1669.16,4.84279
1975,1562.39,57.8165
1976,1568.29,44.0245
1977,1577.09,41.731
1978,1583.61,51.607
1979,1638.34,19.9813
1980,1580.31,41.2853
1981,1588.83,39.7098
1982,1606.07,33.8987
1983,1565.06,49.3871
1984,1643.59,17.1798
1985,1630.96,28.3254
1986,1592.83,40.0794
1987,1624.26,27.2012
1988,1633.37,20.439
1989,1650.87,15.0736
1990,1665.8,6.60213
1991,1613.44,29.5829
1992,1596.72,37.3171
1993,1608.8,32.7033
1994,1657.37,10.4766
1995,1608.47,31.7712
1996,1615.71,30.4964
1997,1616.36,31.9532
1998,1627.94,25.1046
1999,1660.24,9.94691
2000,1633.22,25.0586
